roadtype,loadkg,axles,climate,temperature,avg_speed,tire_age,wear_level,optimal_psi,failure_flag
highway,14222,4,rainy,22,42,1.33,low,95.9,0
highway,20279,4,dry,14,54,2.06,high,98.04,0
mountain,16433,2,cold,15,53,3.9,high,107.89,1
urban,12993,4,cold,23,86,1.64,high,94.91,0
mountain,12724,4,rainy,6,46,2.59,low,96.88,0
urban,24308,3,rainy,12,70,1.1,low,108.24,0
urban,12103,3,rainy,7,47,3.61,high,95.07,1
mountain,14587,4,cold,26,55,2.74,medium,98.71,0
highway,11079,3,dry,32,81,1.12,medium,97.95,0
highway,14438,2,cold,26,41,2.82,low,105.08,0
mountain,13606,3,cold,12,70,0.14,high,99.32,0
highway,25838,3,rainy,5,74,1.3,high,107.57,1
highway,19028,2,dry,21,44,3.51,medium,110.86,1
highway,24188,2,dry,15,51,0.61,medium,117.5,1
urban,21400,3,cold,12,59,0.8,high,103.37,0
highway,11474,4,rainy,9,49,3.29,high,92.27,1
mountain,11347,3,rainy,30,62,2.43,low,99.39,0
urban,13112,3,rainy,8,53,0.76,low,98.17,0
highway,18942,3,dry,15,48,1.92,high,100.93,0
urban,13361,2,cold,23,46,1.02,medium,103.89,0
highway,23755,4,dry,26,59,2.32,low,102.6,0
mountain,18585,3,rainy,19,52,0.61,medium,104.85,0
urban,17075,3,cold,25,70,2.08,low,102.4,0
mountain,16636,2,rainy,19,67,1.38,medium,110.76,1
highway,17519,3,cold,27,59,1.32,medium,102.36,0
highway,16943,3,cold,7,71,1.77,high,100.06,0
urban,22445,3,rainy,10,60,3.94,low,106.25,0
highway,11975,3,rainy,30,50,1.24,medium,97.43,0
urban,19729,3,rainy,35,60,1.25,low,104.37,0
highway,12744,2,dry,21,59,3.96,high,101.6,1
mountain,14062,3,rainy,11,51,0.94,low,100.92,0
mountain,24336,4,dry,17,73,1.09,high,103.38,0
highway,13057,3,rainy,23,48,2.08,high,96.15,1
mountain,25018,3,rainy,36,77,2.87,medium,111.47,1
urban,17621,3,dry,30,61,1.83,low,102.57,0
highway,25193,2,rainy,38,70,1.69,low,119.86,0
mountain,23763,3,cold,37,60,1.17,low,109.76,0
urban,19792,4,rainy,19,81,0.65,low,100.9,0
urban,19815,3,dry,26,51,3.88,medium,103.94,0
mountain,18749,2,dry,16,67,3.65,high,111.36,1
highway,14991,3,dry,24,53,2.7,high,97.97,1
urban,17946,2,dry,22,53,0.67,medium,109.88,1
mountain,18605,4,dry,18,82,3.85,low,102.18,0
urban,12103,2,dry,12,65,2.11,low,102.91,0
highway,13507,2,rainy,8,52,1.99,medium,104.08,0
urban,10725,4,cold,26,51,0.17,high,92.13,0
mountain,23371,3,dry,26,71,0.56,medium,109.71,1
mountain,17774,3,dry,29,77,1.75,high,103.33,0
urban,15328,2,dry,27,75,2.07,medium,107.56,1
mountain,12605,3,dry,7,43,1.46,low,99.33,0
urban,14140,3,rainy,26,69,2.44,low,99.93,0
urban,19073,4,rainy,8,89,1.99,low,100.6,0
highway,20232,4,cold,25,65,0.66,medium,100.62,0
highway,12649,2,cold,13,41,3.42,low,102.65,0
highway,11219,3,rainy,27,74,2.98,medium,97.71,0
highway,13609,2,rainy,11,46,3.2,low,104.02,0
highway,21610,4,rainy,31,69,1.64,low,101.73,0
urban,14551,4,rainy,26,72,3.05,low,97.36,0
urban,24929,2,rainy,9,70,2.62,low,119.1,0
urban,14911,3,cold,6,82,2.44,high,98.8,0
mountain,18791,4,dry,38,50,1.01,high,99.31,0
urban,19501,2,dry,15,64,1.28,medium,112.16,1
mountain,21049,3,cold,8,85,2.61,low,108.06,0
highway,15063,4,cold,15,41,2.08,medium,96.28,0
highway,12652,2,rainy,19,87,0.46,high,102.58,0
highway,13003,3,cold,7,66,0.36,high,96.58,0
highway,10962,2,dry,36,69,2.26,medium,102.0,0
urban,16421,3,dry,13,84,2.08,medium,102.24,0
mountain,18492,4,rainy,18,47,0.46,high,98.71,1
mountain,11787,3,dry,5,61,0.5,high,97.34,0
mountain,13344,2,cold,16,40,1.82,medium,105.52,0
highway,19338,4,rainy,24,57,1.84,high,97.73,0
highway,20005,4,cold,21,62,1.97,high,98.3,0
mountain,24554,4,cold,27,51,3.52,medium,104.79,0
highway,13536,3,cold,30,83,3.78,medium,100.05,0
urban,17783,2,rainy,34,65,0.73,high,108.34,1
urban,22827,3,cold,5,83,3.62,medium,107.42,1
mountain,11358,2,rainy,32,76,0.48,low,104.72,0
highway,13268,4,rainy,38,75,1.1,high,94.86,1
urban,13840,4,dry,6,70,0.29,low,96.54,0
highway,23142,3,rainy,26,86,1.23,medium,108.12,1
highway,24312,3,cold,18,56,0.53,low,107.77,0
urban,12274,3,rainy,11,58,2.7,low,97.71,0
mountain,22435,2,cold,15,51,1.28,high,115.31,1
urban,11088,2,dry,35,56,3.39,low,101.62,0
highway,24104,3,rainy,13,81,1.22,medium,108.52,1
highway,10346,2,rainy,5,41,0.71,low,99.65,0
urban,11723,4,rainy,26,78,1.73,low,95.84,0
highway,18325,4,rainy,26,76,2.47,low,99.88,0
highway,13720,4,rainy,33,87,1.57,medium,97.55,0
urban,13687,4,rainy,37,82,1.43,low,97.39,0
urban,16903,3,dry,14,42,3.53,low,100.98,0
mountain,24105,4,rainy,12,88,1.43,low,105.77,0
urban,12903,3,dry,18,57,1.01,medium,98.3,0
urban,11105,2,dry,31,56,0.72,medium,101.59,0
highway,25021,2,cold,21,40,2.78,high,116.19,1
highway,17033,2,cold,19,65,3.31,high,107.18,1
highway,23773,3,dry,27,56,2.18,high,105.46,1
highway,18898,4,dry,34,50,0.73,low,99.32,0
mountain,11924,2,dry,20,83,0.51,high,103.52,0
mountain,12976,4,cold,33,42,3.88,low,97.29,0
urban,11414,4,cold,33,73,3.19,low,95.55,0
mountain,22858,4,rainy,11,70,2.95,low,104.25,0
highway,17935,4,cold,26,78,0.84,high,97.72,0
highway,13225,4,cold,20,45,1.0,medium,95.37,0
urban,17448,2,rainy,29,46,1.74,medium,109.08,1
urban,17721,2,dry,17,66,1.2,low,110.05,0
highway,10786,2,dry,5,73,1.21,low,101.48,0
urban,24466,2,cold,39,58,1.41,medium,118.49,1
highway,12201,3,rainy,26,55,3.22,high,95.76,1
urban,23702,2,rainy,38,77,1.52,low,118.28,0
urban,24618,2,dry,25,74,3.18,low,119.11,0
mountain,19556,3,cold,28,54,2.27,low,105.88,0
highway,16963,2,cold,33,57,1.56,low,108.98,0
mountain,17788,4,rainy,16,51,2.74,high,98.4,1
urban,15291,2,dry,15,50,2.36,medium,106.34,1
highway,20349,3,cold,34,76,1.58,low,105.51,0
highway,17310,2,cold,38,78,3.78,medium,110.33,1
urban,21340,4,dry,38,40,1.43,low,100.51,0
highway,22683,4,dry,25,64,1.66,medium,102.11,0
urban,24982,4,rainy,11,45,3.6,low,102.58,0
highway,22234,3,rainy,10,72,1.27,low,106.56,0
highway,19241,3,dry,33,46,3.99,low,103.37,0
mountain,23585,3,cold,6,46,1.36,medium,108.58,1
highway,18000,4,dry,23,72,2.26,low,99.48,0
highway,25135,3,dry,8,51,1.64,high,106.11,1
mountain,16728,2,dry,16,84,2.13,low,111.51,0
mountain,14523,3,rainy,12,55,3.69,low,101.48,1
mountain,23251,2,rainy,26,86,0.43,medium,119.89,1
mountain,17247,4,rainy,17,80,2.38,low,101.23,0
mountain,20627,4,rainy,20,67,1.1,medium,102.87,0
mountain,11639,4,rainy,5,53,2.43,low,96.47,0
highway,11053,3,cold,39,81,3.0,low,98.04,0
highway,23410,2,rainy,39,44,2.86,low,116.61,0
mountain,19172,3,dry,34,86,3.81,medium,106.93,0
mountain,20866,4,cold,31,88,0.34,medium,104.03,0
urban,21036,4,cold,26,48,2.83,medium,100.46,0
mountain,22645,3,dry,27,55,2.47,high,106.48,1
highway,11474,3,rainy,29,72,0.78,medium,97.88,0
urban,13495,2,rainy,18,50,1.75,high,102.14,0
highway,16840,4,dry,33,89,1.43,high,97.58,0
highway,25292,4,rainy,8,71,0.96,low,103.77,0
urban,20822,2,dry,34,86,1.36,low,114.98,0
urban,22914,3,dry,20,54,0.95,low,106.56,0
urban,21675,2,rainy,16,87,3.89,low,115.81,0
highway,19942,4,dry,11,82,0.46,high,98.91,0
highway,22223,4,rainy,25,76,3.79,low,102.3,0
mountain,12902,3,cold,20,70,0.85,low,100.85,0
mountain,11231,2,dry,25,83,3.0,high,102.73,1
urban,25510,2,cold,35,72,2.04,high,118.29,1
urban,21312,2,dry,26,65,3.23,low,114.63,0
highway,12094,3,cold,19,80,2.87,high,96.56,1
highway,17545,2,cold,13,73,1.22,low,110.05,0
mountain,13284,4,cold,5,58,0.43,low,97.7,0
urban,19404,2,rainy,39,45,3.45,medium,111.64,1
highway,17409,4,rainy,27,60,1.41,high,96.69,0
highway,11003,2,rainy,5,83,0.51,medium,102.15,0
urban,19035,4,dry,20,80,1.17,medium,100.4,0
highway,15802,2,rainy,17,57,0.38,medium,107.29,1
urban,10322,4,dry,30,65,0.64,high,92.5,0
urban,19999,3,rainy,8,47,1.39,low,103.67,0
mountain,16631,3,dry,6,54,4.0,low,103.11,0
highway,18447,3,rainy,37,72,2.12,medium,103.81,0
urban,19567,3,rainy,26,89,1.81,high,103.26,0
urban,22144,4,rainy,16,61,0.59,low,101.52,0
highway,23025,4,rainy,32,41,2.16,medium,101.51,0
highway,19092,3,cold,21,45,3.02,medium,103.02,0
mountain,12976,3,rainy,27,57,3.76,low,100.5,0
mountain,10251,3,rainy,10,42,0.15,low,97.37,0
urban,16977,2,rainy,21,81,3.37,medium,109.78,0
highway,10679,4,cold,16,53,3.51,low,94.03,0
urban,15896,2,cold,39,75,1.43,medium,108.46,1
highway,25697,3,rainy,19,62,2.74,medium,109.18,1
urban,16393,3,rainy,22,65,3.17,low,101.59,0
highway,11959,2,cold,19,83,2.39,low,103.55,0
highway,10782,2,rainy,39,65,1.17,low,101.66,0
urban,19338,4,rainy,34,42,1.39,medium,99.28,0
mountain,11818,3,dry,8,42,3.79,medium,98.65,0
highway,13258,4,rainy,19,74,2.83,medium,96.53,0
urban,17315,2,dry,21,58,3.83,medium,109.28,1
urban,24568,4,dry,16,79,2.31,medium,103.76,0
urban,23608,2,rainy,32,58,1.1,medium,117.31,1
highway,24895,4,cold,30,52,3.3,medium,103.09,0
highway,15482,2,rainy,10,85,1.57,medium,107.9,1
mountain,19911,3,cold,13,62,1.33,low,106.27,0
urban,18153,2,dry,8,53,0.2,low,109.93,0
mountain,13393,2,dry,22,61,2.99,medium,106.51,0
highway,13322,3,cold,15,51,3.66,low,98.37,0
mountain,12439,3,rainy,24,42,1.39,medium,99.41,0
highway,13613,2,rainy,18,67,3.1,low,104.97,0
highway,20724,3,dry,8,73,1.76,high,103.31,0
urban,12861,3,rainy,29,72,2.42,low,99.03,0
highway,18014,2,cold,20,81,1.69,low,111.06,0
highway,20227,3,rainy,5,80,2.34,low,105.13,0
mountain,14660,2,rainy,28,78,3.88,medium,108.86,0
highway,13852,4,dry,22,55,3.8,low,96.19,0
mountain,13313,4,cold,29,60,1.46,medium,98.16,0
urban,11028,4,dry,28,74,3.63,low,95.27,0
mountain,14353,4,dry,7,85,1.92,low,99.48,0
highway,15879,3,rainy,30,71,3.74,low,101.52,0
urban,23028,3,cold,22,41,3.77,medium,106.16,1
urban,10550,3,rainy,34,58,1.6,medium,96.62,0
highway,23298,2,cold,5,44,0.31,medium,115.96,1
urban,18900,4,rainy,5,40,1.57,medium,98.49,0
urban,13732,3,rainy,34,52,1.71,low,99.03,0
highway,25658,2,rainy,16,57,0.26,high,117.59,1
urban,23701,2,rainy,30,63,3.37,medium,117.6,1
mountain,22391,4,dry,24,49,3.15,low,103.31,0
mountain,23960,4,cold,10,54,2.46,medium,104.28,0
highway,11848,4,rainy,8,77,2.41,low,95.6,0
urban,19626,2,rainy,7,51,0.2,low,111.68,0
mountain,19819,4,rainy,7,62,1.08,medium,101.97,0
mountain,14154,4,rainy,26,86,1.13,low,99.68,0
mountain,17709,3,dry,17,63,1.96,medium,104.53,0
urban,10850,2,dry,27,73,0.21,low,101.89,0
highway,14754,3,rainy,13,45,2.1,low,99.29,0
urban,10782,2,cold,38,86,0.85,medium,102.49,0
highway,11724,4,dry,25,86,2.72,high,94.14,1
urban,25383,4,dry,14,54,2.51,low,103.23,0
urban,15327,3,dry,33,63,1.24,low,100.79,0
mountain,18231,4,cold,21,40,2.16,high,98.31,0
highway,15799,3,rainy,6,61,3.37,low,100.7,0
mountain,24669,2,rainy,13,71,3.3,medium,120.87,1
highway,22377,2,rainy,16,53,0.33,medium,115.33,1
mountain,24330,4,rainy,10,76,2.44,medium,105.4,0
mountain,22788,2,cold,34,55,0.14,medium,118.2,1
urban,13858,4,cold,14,50,2.22,medium,95.87,0
urban,12133,3,rainy,31,65,0.33,medium,98.18,0
mountain,12700,3,cold,28,43,1.93,low,99.72,0
urban,11530,2,rainy,27,88,1.87,low,103.34,0
highway,10958,4,cold,14,57,3.06,low,94.34,0
mountain,12968,3,cold,12,45,0.41,low,99.79,0
highway,19635,2,rainy,29,72,0.26,low,112.86,0
urban,22040,4,rainy,33,64,3.79,medium,101.83,0
urban,18954,2,dry,14,49,3.27,low,110.86,0
mountain,16232,3,cold,21,58,2.34,medium,103.16,0
mountain,22676,2,cold,7,50,3.58,medium,117.45,1
mountain,14654,4,dry,34,70,3.71,medium,99.47,0
highway,13816,3,dry,12,83,1.04,low,100.01,0
mountain,22023,3,cold,26,86,3.39,low,109.18,0
mountain,16058,3,dry,34,46,2.71,low,102.73,0
urban,18112,4,dry,38,40,2.78,medium,98.49,0
mountain,14048,2,dry,35,85,3.18,medium,108.49,0
highway,14419,4,rainy,26,52,2.97,low,96.48,0
urban,21469,3,dry,28,53,0.18,high,103.43,0
urban,19760,4,cold,28,54,3.12,low,99.93,0
highway,22956,4,rainy,17,87,0.11,high,101.08,0
highway,11351,2,cold,26,69,2.84,high,100.34,1
mountain,18714,2,rainy,15,69,3.98,medium,113.38,1
urban,21792,2,cold,28,87,1.09,high,114.14,1
urban,24008,4,dry,20,40,2.49,low,101.9,0
highway,22776,3,dry,36,66,2.17,low,107.16,0
highway,14719,4,rainy,27,62,0.63,high,95.08,0
mountain,16636,2,rainy,26,87,1.5,high,109.66,1
highway,19379,4,cold,7,40,1.4,low,98.82,0
highway,19990,3,cold,7,40,0.69,low,103.36,0
urban,21097,2,rainy,6,63,0.58,high,111.98,1
highway,20464,4,rainy,32,59,2.87,low,100.63,0
highway,23477,4,cold,28,58,0.86,medium,102.41,0
highway,25959,2,dry,14,47,2.73,high,117.54,1
urban,23887,2,cold,30,82,0.14,low,118.59,0
highway,22418,3,dry,21,62,2.23,high,104.48,0
urban,21358,3,dry,19,89,0.13,high,104.64,0
highway,21741,2,cold,33,55,0.91,medium,114.87,0
mountain,15386,4,cold,8,64,0.63,low,99.3,0
urban,21659,4,dry,29,48,3.09,low,100.89,0
urban,10423,4,cold,11,68,3.83,low,94.4,0
highway,12049,2,rainy,5,54,2.08,low,102.3,0
mountain,15596,3,dry,37,52,3.98,low,102.63,0
highway,22992,3,cold,10,76,1.21,low,107.35,0
mountain,19415,2,dry,17,54,0.79,low,113.68,0
urban,10984,3,rainy,28,64,2.01,low,97.13,0
mountain,15779,4,dry,27,58,3.81,medium,99.59,0
highway,16979,3,rainy,7,43,1.87,medium,100.97,0
mountain,20235,2,cold,19,83,1.8,medium,115.9,1
highway,11483,3,cold,36,82,3.14,low,98.39,0
highway,16001,3,rainy,29,54,1.59,medium,100.93,0
urban,24728,2,rainy,24,81,1.65,medium,119.51,1
urban,12617,2,dry,37,57,3.82,low,103.61,0
highway,19110,4,cold,29,51,1.16,low,99.42,0
urban,12604,2,cold,31,49,3.38,high,101.18,1
mountain,21200,2,dry,11,89,1.09,high,115.22,1
highway,22959,2,cold,26,49,3.24,low,116.05,0
highway,20813,2,cold,31,78,3.9,low,114.6,0
mountain,14133,2,dry,13,61,1.55,medium,107.3,0
urban,22475,4,rainy,10,61,3.03,low,101.64,0
highway,12522,4,cold,15,51,2.49,medium,95.09,0
highway,16230,3,cold,25,83,2.12,low,102.22,0
mountain,20411,3,cold,38,47,2.08,medium,106.46,0
mountain,25732,2,dry,5,70,1.31,high,120.04,1
urban,12296,3,dry,26,77,2.52,medium,98.72,0
urban,24792,3,rainy,11,78,1.26,low,108.94,0
highway,21069,3,dry,37,49,3.47,medium,105.07,0
mountain,15988,4,dry,33,53,0.91,low,99.61,0
highway,10406,3,dry,24,54,0.18,low,96.19,0
mountain,11016,4,rainy,36,55,1.85,medium,96.63,0
urban,20109,2,dry,13,41,1.78,medium,111.97,1
mountain,14580,4,cold,9,83,2.29,low,99.57,0
mountain,16013,4,rainy,25,76,1.56,high,98.42,0
mountain,24190,2,rainy,34,55,1.82,medium,119.95,1
highway,14622,4,dry,30,89,2.34,low,98.15,0
mountain,13080,4,cold,9,75,1.64,medium,98.31,0
highway,16727,2,dry,26,48,3.24,high,106.22,1
urban,23353,2,cold,21,46,2.86,medium,116.35,1
highway,11804,2,rainy,9,64,2.28,low,102.45,0
mountain,11181,3,dry,33,60,3.17,medium,99.21,0
mountain,15039,2,cold,35,43,1.03,low,108.04,1
highway,15328,2,rainy,11,43,2.01,low,106.04,0
mountain,19045,3,cold,34,78,1.99,medium,106.5,0
highway,11142,2,cold,27,68,2.86,low,102.05,0
highway,18572,4,rainy,5,57,3.23,low,98.96,0
mountain,20335,2,cold,32,50,3.82,high,112.9,1
mountain,12772,3,cold,13,54,1.7,low,100.0,0
urban,16185,3,dry,30,65,3.83,low,101.54,0
urban,21331,2,rainy,26,43,2.83,medium,113.77,1
highway,19288,4,rainy,20,76,4.0,medium,100.4,0
urban,16872,3,cold,30,55,2.09,low,101.71,0
highway,19095,3,cold,28,46,2.7,high,101.17,1
urban,25539,2,dry,6,57,0.59,medium,119.29,1
highway,18273,3,dry,38,78,1.78,high,101.92,0
urban,15546,2,cold,39,43,0.13,medium,106.74,1
highway,13699,2,dry,11,51,1.76,low,104.33,0
highway,16939,2,rainy,29,64,0.9,medium,109.17,1
highway,25359,4,dry,34,61,3.41,low,103.8,0
mountain,25649,3,cold,25,75,0.1,low,111.75,0
highway,11314,4,dry,36,77,1.99,high,93.69,0
urban,15284,3,cold,24,62,1.16,low,100.58,0
urban,13745,2,cold,28,60,3.39,high,103.0,1
highway,18542,2,dry,5,84,2.12,low,111.61,0
highway,25389,2,cold,29,75,3.88,medium,120.17,1
highway,21429,4,cold,38,77,0.36,high,100.04,0
urban,21339,4,cold,37,55,3.34,low,101.09,0
highway,25813,2,dry,20,60,1.52,low,119.97,0
mountain,14893,2,rainy,14,77,3.27,medium,108.91,0
urban,23336,3,dry,32,89,2.0,high,106.49,1
urban,21712,4,cold,38,46,3.7,medium,100.98,0
highway,20983,3,cold,38,64,1.5,medium,105.62,0
highway,12465,4,cold,16,60,3.84,medium,95.43,0
mountain,20865,3,dry,8,82,2.23,low,107.79,0
highway,19418,2,rainy,25,47,2.68,medium,111.53,1
urban,16425,2,rainy,39,73,2.49,low,109.04,0
mountain,11834,3,dry,24,43,3.57,low,98.94,0
urban,13489,4,cold,28,86,2.35,low,97.29,0
mountain,13580,4,cold,7,44,0.49,low,97.35,0
urban,20015,3,cold,22,84,1.05,low,105.37,0
highway,25251,2,cold,25,46,2.13,low,118.78,0
highway,25427,3,dry,23,42,3.84,low,108.21,0
highway,22536,2,dry,21,68,3.11,medium,116.2,1
highway,10733,2,cold,8,51,0.28,high,98.58,0
urban,14817,2,rainy,29,61,3.67,high,104.4,1
highway,16441,2,cold,22,78,0.18,high,107.0,1
mountain,13829,2,rainy,32,51,2.58,low,106.81,0
urban,18078,4,cold,28,54,0.84,medium,98.88,0
highway,19180,2,cold,16,65,2.23,low,111.81,0
urban,23912,4,dry,25,60,1.7,low,102.72,0
urban,16030,3,cold,19,69,2.22,medium,101.4,0
urban,19445,2,cold,12,50,2.42,low,111.49,0
highway,16717,4,rainy,34,46,3.11,medium,97.8,0
urban,13368,2,dry,11,89,2.33,low,105.44,0
urban,12446,2,dry,24,74,0.73,low,103.88,0
highway,11681,3,rainy,7,86,0.39,medium,98.28,0
mountain,21423,3,rainy,39,87,2.79,low,108.92,0
highway,15181,2,cold,35,80,3.56,high,105.7,1
urban,18291,2,cold,23,43,3.76,low,109.93,0
mountain,24769,4,cold,28,52,0.6,medium,104.98,0
highway,14947,2,rainy,9,43,2.54,low,105.54,0
mountain,12396,3,cold,32,74,2.37,low,100.77,0
highway,22163,4,dry,38,67,0.97,medium,102.1,0
highway,14304,2,cold,23,76,3.82,low,106.26,0
highway,19631,4,dry,20,66,1.4,low,100.21,0
urban,23164,4,rainy,37,72,0.56,medium,102.91,0
mountain,19526,4,dry,5,56,1.15,low,101.52,0
highway,20654,3,rainy,9,86,1.95,low,105.79,0
urban,17862,4,dry,10,52,2.61,low,98.39,0
mountain,24362,2,rainy,23,87,3.68,low,121.28,0
urban,12628,4,dry,16,57,3.84,low,95.41,0
urban,23038,2,dry,33,89,3.71,low,117.85,0
mountain,15189,3,rainy,19,54,2.56,low,102.1,0
highway,13444,2,cold,25,56,2.89,low,104.42,0
mountain,20025,4,cold,10,79,2.5,medium,102.83,0
highway,16201,4,cold,13,52,2.84,medium,97.4,0
urban,18613,3,dry,32,42,3.32,low,102.67,1
mountain,12027,4,dry,20,45,3.89,low,96.62,0
mountain,14592,4,dry,26,72,1.94,high,97.39,0
highway,10735,2,cold,31,48,0.22,high,98.8,0
urban,13950,4,rainy,5,58,3.13,low,96.11,0
urban,23212,2,cold,11,74,1.14,medium,117.14,1
mountain,17231,3,rainy,26,46,2.27,medium,103.59,0
urban,16833,3,rainy,28,53,0.26,low,101.57,0
mountain,14948,4,cold,14,59,1.48,low,98.91,0
highway,20362,4,cold,30,46,0.67,low,100.02,0
highway,12451,2,cold,17,47,2.1,low,102.7,0
highway,14758,3,cold,33,83,3.41,medium,101.11,0
mountain,21936,3,rainy,13,77,3.29,medium,108.56,0
urban,25595,2,cold,16,64,3.4,high,117.79,1
mountain,19871,3,dry,8,49,2.19,low,105.64,0
mountain,12450,2,dry,29,40,1.19,high,102.6,0
mountain,21524,3,cold,8,85,3.47,low,108.46,0
highway,11511,4,rainy,20,77,2.24,low,95.57,0
mountain,13067,3,dry,14,69,1.86,low,100.86,0
urban,11308,2,rainy,20,59,3.78,low,101.8,0
highway,18994,3,rainy,30,74,3.3,medium,104.24,0
mountain,18356,3,rainy,38,44,0.11,medium,104.63,0
mountain,20824,4,cold,31,45,1.63,low,102.28,0
mountain,24232,3,cold,29,68,3.07,low,110.35,0
urban,11232,2,rainy,22,80,0.89,low,102.57,1
urban,13817,4,dry,7,89,1.2,medium,97.3,0
highway,20431,2,rainy,5,69,0.56,low,113.37,0
urban,22462,3,rainy,30,51,1.52,low,106.21,0
urban,13880,4,dry,19,72,3.84,medium,96.84,0
highway,10123,4,cold,9,75,0.84,low,94.46,0
urban,16017,2,rainy,23,83,0.37,low,108.69,0
urban,25211,3,cold,33,45,1.82,medium,108.3,1
mountain,16647,4,cold,6,45,0.22,low,99.29,0
highway,20840,4,cold,18,70,2.57,medium,101.1,0
mountain,11778,4,dry,27,56,3.04,medium,97.01,0
mountain,19141,4,rainy,6,68,1.11,high,99.77,0
highway,10177,3,cold,23,45,0.67,medium,95.63,0
urban,16416,2,dry,5,42,0.2,medium,107.28,1
highway,17534,2,rainy,32,53,2.2,medium,109.52,0
urban,14079,3,rainy,9,78,0.42,low,99.99,0
urban,16426,4,rainy,21,88,0.67,low,99.1,0
mountain,19580,2,rainy,10,76,1.39,medium,114.66,1
mountain,13672,3,cold,31,63,0.66,low,101.38,0
highway,21907,2,rainy,9,40,2.73,low,114.12,0
urban,25927,3,cold,27,62,2.31,low,109.49,0
urban,14548,2,rainy,6,66,1.63,low,105.92,0
mountain,18019,3,dry,24,58,1.43,low,104.7,0
mountain,13945,3,cold,7,55,1.95,low,100.93,0
highway,23734,3,rainy,23,49,0.75,medium,107.08,1
urban,24470,2,dry,15,66,1.7,medium,118.45,1
mountain,11319,2,cold,34,69,3.71,low,104.42,0
mountain,19688,4,cold,14,71,2.37,low,102.36,0
highway,17224,4,rainy,39,42,3.35,medium,98.03,0
mountain,25847,3,rainy,19,46,0.83,low,110.66,0
highway,15076,4,cold,15,56,0.59,low,96.89,0
urban,16381,2,dry,20,44,1.14,low,107.54,0
urban,24415,3,cold,22,80,0.33,low,108.88,0
highway,22530,2,cold,26,48,2.95,low,115.47,0
mountain,23086,3,dry,18,85,2.81,high,107.91,1
urban,18446,2,rainy,19,77,0.49,low,111.42,0
urban,15594,3,rainy,20,49,3.57,low,100.26,0
highway,14181,3,cold,36,51,2.84,low,99.4,0
urban,20428,2,dry,19,52,0.59,low,112.9,0
urban,16693,3,dry,37,49,1.62,medium,101.43,0
mountain,16372,2,dry,22,89,3.31,low,111.36,1
mountain,21037,4,dry,23,88,1.35,high,102.01,0
mountain,15624,4,dry,37,52,0.69,low,99.4,0
highway,22303,4,dry,37,45,3.9,medium,101.29,0
highway,12161,3,dry,15,52,1.54,high,95.44,0
highway,12228,3,dry,18,44,1.07,low,97.22,0
urban,25231,4,dry,25,45,2.17,medium,102.94,0
urban,25317,2,rainy,14,74,2.92,low,119.82,0
urban,21963,2,dry,9,64,1.31,low,115.15,0
highway,14422,2,rainy,26,50,0.25,low,105.42,0
highway,15802,2,cold,13,74,2.34,low,107.91,0
urban,14368,3,cold,33,43,0.22,medium,99.19,0
urban,18160,2,cold,31,76,0.17,low,111.21,0
urban,23672,2,dry,9,86,0.63,high,116.16,1
highway,14460,4,rainy,34,58,2.65,low,96.87,0
urban,10369,3,rainy,8,83,2.19,medium,97.08,0
urban,19124,4,rainy,13,69,0.14,low,99.91,0
mountain,22872,2,rainy,28,87,2.49,high,117.49,1
urban,21851,2,rainy,38,78,3.68,low,116.0,0
highway,17140,3,rainy,35,70,0.93,low,102.61,0
mountain,16716,2,rainy,22,66,0.95,high,108.86,1
mountain,17049,2,dry,27,53,0.4,high,108.84,1
urban,16544,4,cold,36,56,0.78,medium,98.12,0
highway,11608,3,dry,39,77,2.36,low,98.34,0
urban,15894,2,dry,28,89,1.13,medium,108.85,1
mountain,13776,2,rainy,9,44,1.69,medium,106.12,0
mountain,16664,3,rainy,22,86,2.09,low,104.66,0
highway,14017,3,dry,23,46,3.81,medium,98.87,0
highway,10235,3,rainy,18,51,0.72,high,93.84,0
urban,23451,3,dry,36,70,0.95,low,107.88,0
urban,15351,3,rainy,17,55,3.5,low,100.25,0
highway,23051,2,rainy,14,67,1.27,low,116.7,0
highway,14859,3,rainy,15,45,3.53,high,97.41,1
mountain,12513,3,rainy,22,54,3.47,medium,99.92,0
urban,18490,3,rainy,14,72,3.37,low,103.5,0
mountain,21895,4,dry,31,79,3.7,low,104.31,0
highway,25023,3,rainy,34,61,2.5,medium,108.8,1
urban,23208,4,dry,33,65,2.35,medium,102.6,0
urban,11763,4,cold,10,43,2.47,low,94.22,0
urban,19867,4,rainy,8,80,2.47,low,100.74,0
urban,11375,2,dry,10,70,1.38,medium,102.17,0
mountain,17024,4,dry,35,88,2.66,low,101.68,0
mountain,22363,3,rainy,34,88,3.47,low,109.67,0
highway,20830,2,rainy,34,43,3.87,medium,113.27,1
mountain,17956,2,rainy,24,82,3.25,medium,113.08,1
urban,25334,4,rainy,34,63,0.68,low,103.86,0
highway,15185,2,rainy,11,83,3.84,low,107.47,0
highway,15507,2,cold,35,53,2.5,high,105.03,1
highway,24004,3,rainy,26,64,1.15,high,105.95,1
highway,11394,2,rainy,37,71,3.46,high,100.64,1
urban,17330,2,cold,17,67,3.0,low,109.6,0
highway,23818,3,cold,36,83,3.65,low,108.71,0
highway,17648,2,cold,27,61,3.23,low,109.9,0
